centroid,centroid_name,GSL,Misc,SevierLake,TooleLake,WestDesert
-111.930969_40.511697,centroid_377,37.2,17.51,7.1,1.55,36.63
-111.931051_40.754179,centroid_378,56.25,12.56,1.85,1.26,28.08
-111.931138_41.046136,centroid_379,42.63,15.47,0.76,3.32,37.82
-111.93148_41.096188,centroid_380,52.17,13.8,0.59,2.43,31.02
-111.932342_40.761639,centroid_381,57.71,11.81,1.55,1.33,27.6
-111.93295_40.799939,centroid_382,64.47,10.01,1.2,1.28,23.04
-111.933313_40.675933,centroid_383,47.27,15.39,2.87,1.31,33.17
-111.934071_40.623527,centroid_384,43.08,16.62,3.24,1.63,35.43
-111.934084_40.592789,centroid_385,41.9,15.98,3.67,1.58,36.88
-111.934301_40.711598,centroid_386,49.72,14.48,2.42,1.11,32.27
-111.9393_41.227183,centroid_387,48.49,14.0,0.4,2.86,34.26
-111.939733_40.792705,centroid_388,62.3,10.7,1.15,1.26,24.58
-111.940056_40.641576,centroid_389,44.31,15.95,2.92,1.78,35.03
-111.940642_41.173851,centroid_390,48.82,14.29,0.5,2.65,33.74
-111.940766_41.217122,centroid_391,49.57,13.98,0.45,2.75,33.25
-111.941215_41.083909,centroid_392,51.61,13.98,0.47,2.32,31.61
-111.941272_41.056129,centroid_393,44.65,15.24,0.54,2.75,36.81
-111.941333_41.199064,centroid_394,51.33,14.0,0.51,2.82,31.34
-111.942532_41.247578,centroid_395,48.31,14.32,0.44,3.06,33.87
-111.942826_40.571728,centroid_396,40.48,17.11,3.99,1.86,36.56
-111.94356_40.777338,centroid_397,58.75,11.85,1.36,1.33,26.72
-111.943652_40.55176,centroid_398,39.47,16.8,4.04,1.79,37.9
-111.943836_40.686598,centroid_399,47.07,15.15,2.5,1.23,34.05
-111.9439_40.621723,centroid_400,42.54,16.09,3.27,1.65,36.44
-111.944043_40.590137,centroid_401,39.94,16.52,3.36,1.62,38.55
-111.944538_41.122226,centroid_402,53.14,13.62,0.41,2.27,30.56
-111.944691_40.706825,centroid_403,48.23,14.21,2.43,1.12,34.01
-111.94496_41.068263,centroid_404,48.75,14.66,0.48,2.6,33.5
-111.945068_40.79562,centroid_405,61.67,10.84,1.05,1.35,25.09
-111.946263_40.656115,centroid_406,44.44,16.28,2.87,1.53,34.87
-111.947187_40.692683,centroid_407,47.24,15.18,2.44,1.2,33.94
-111.947479_40.675709,centroid_408,46.61,15.43,2.64,1.37,33.96
-111.94759_41.019595,centroid_409,45.31,14.9,0.47,2.76,36.56
-111.948048_40.530825,centroid_410,38.06,17.48,4.38,1.86,38.22
-111.948176_40.512455,centroid_411,36.72,18.11,6.36,1.55,37.26
-111.948691_41.661653,centroid_412,23.0,21.73,0.2,2.07,53.0
-111.948758_41.154417,centroid_413,50.76,13.91,0.47,2.3,32.55
-111.94913_41.310725,centroid_414,45.8,14.78,0.34,3.06,36.01
-111.949585_41.260822,centroid_415,47.83,14.48,0.36,3.05,34.27
-111.953392_41.225632,centroid_416,51.86,12.92,0.36,2.46,32.4
-111.953453_41.197429,centroid_417,53.4,13.17,0.36,2.35,30.72
-111.953459_41.855698,centroid_418,14.54,24.07,0.11,1.69,59.59
-111.954802_41.318583,centroid_419,44.28,14.71,0.37,3.13,37.51
-111.956877_41.296637,centroid_420,46.07,14.57,0.4,3.06,35.9
-111.957299_40.616163,centroid_421,42.53,16.28,3.03,1.77,36.39
-111.957363_41.211189,centroid_422,52.18,13.13,0.33,2.29,32.07
-111.957765_40.632023,centroid_423,43.82,16.39,3.04,1.88,34.87
-111.95837_41.242293,centroid_424,49.62,14.13,0.42,2.67,33.16
-111.95845_40.60327,centroid_425,41.29,16.68,3.31,1.58,37.14
-111.958641_41.2164,centroid_426,52.58,13.6,0.35,2.42,31.06
-111.959008_41.176728,centroid_427,53.78,12.95,0.37,2.04,30.86
-111.959194_41.282302,centroid_428,46.76,14.56,0.49,2.99,35.2
-111.959583_40.660737,centroid_429,45.75,15.28,2.77,1.5,34.7
-111.960089_40.355034,centroid_430,23.37,20.16,13.2,0.91,42.37
-111.96022_40.690792,centroid_431,47.79,15.11,2.56,1.2,33.34
-111.960315_40.372252,centroid_432,23.42,20.85,14.32,0.81,40.6
-111.960869_40.488003,centroid_433,35.68,18.44,7.09,1.26,37.54
-111.961602_41.272077,centroid_434,46.99,14.69,0.44,3.06,34.82
-111.961721_40.675876,centroid_435,45.96,15.56,2.57,1.34,34.58
-111.962521_40.645717,centroid_436,44.39,15.39,2.74,1.62,35.86
-111.962649_40.588946,centroid_437,41.16,16.95,3.37,1.82,36.7
-111.963274_41.204051,centroid_438,52.73,12.88,0.35,2.08,31.95
-111.964209_41.226269,centroid_439,51.52,13.15,0.36,2.27,32.7
-111.964559_40.700084,centroid_440,48.64,14.52,2.38,1.19,33.27
-111.965115_41.2587,centroid_441,47.6,14.65,0.4,2.76,34.59
-111.965807_40.551035,centroid_442,38.54,17.36,3.64,2.09,38.37
-111.965989_40.708888,centroid_443,48.88,14.57,2.11,1.16,33.27
-111.96665_41.024307,centroid_444,47.23,14.59,0.46,2.51,35.22
-111.968218_41.193171,centroid_445,53.91,12.43,0.42,2.0,31.24
-111.968334_41.095162,centroid_446,51.61,13.63,0.52,2.24,31.99
-111.968683_41.082159,centroid_447,51.07,13.7,0.51,2.29,32.43
-111.9686_41.063783,centroid_448,50.37,14.09,0.39,2.28,32.87
-111.968726_40.772193,centroid_449,56.53,12.12,1.04,1.45,28.87
-111.969202_40.510658,centroid_450,36.77,18.1,5.69,1.49,37.96
-111.969521_40.688171,centroid_451,48.02,14.98,2.31,1.22,33.47
-111.971081_40.572403,centroid_452,40.63,17.17,3.42,2.08,36.7
-111.972082_40.616407,centroid_453,42.81,16.31,2.96,1.92,35.99
-111.972178_40.675112,centroid_454,46.95,15.66,2.46,1.45,33.48
-111.973179_41.226044,centroid_455,50.82,13.29,0.33,2.37,33.2
-111.973573_40.604184,centroid_456,41.76,16.85,3.2,1.76,36.42
-111.974005_40.531144,centroid_457,38.52,17.2,3.59,1.94,38.75
-111.974155_41.212538,centroid_458,52.01,12.83,0.32,2.04,32.79
-111.97438_41.203082,centroid_459,51.23,13.18,0.39,2.05,33.15
-111.975047_41.239805,centroid_460,48.72,13.31,0.25,2.35,35.37
-111.975796_40.631238,centroid_461,44.21,16.09,2.98,1.96,34.77
-111.975978_40.544886,centroid_462,39.36,17.61,3.48,2.11,37.44
-111.976022_40.660124,centroid_463,44.64,15.45,2.62,1.52,35.77
-111.977644_40.646834,centroid_464,44.81,16.14,2.67,1.7,34.68
-111.978806_41.179923,centroid_465,56.19,12.38,0.28,1.92,29.23
-111.979543_41.258746,centroid_466,47.55,13.91,0.3,2.64,35.61
-111.980286_41.169234,centroid_467,56.83,12.16,0.35,1.78,28.88
-111.980431_41.284824,centroid_468,47.19,14.62,0.39,2.89,34.9
-111.981298_41.04229,centroid_469,54.07,13.08,0.37,2.17,30.31
-111.981719_41.099645,centroid_470,55.38,13.25,0.44,2.11,28.83
-111.982206_40.688298,centroid_471,48.79,14.59,2.28,1.25,33.09
-111.982771_40.674941,centroid_472,47.71,15.52,2.3,1.6,32.87
-111.983151_41.326667,centroid_473,45.18,14.81,0.38,3.0,36.62
-111.983191_40.357191,centroid_474,21.15,21.25,13.73,1.01,42.86
-111.984192_40.558121,centroid_475,39.67,17.34,3.48,2.17,37.35
-111.985378_41.114437,centroid_476,55.42,12.42,0.4,2.06,29.69
-111.985541_40.628845,centroid_477,44.16,16.15,2.7,2.03,34.96
-111.98624_41.299845,centroid_478,45.65,14.05,0.34,2.88,37.09
-111.987143_41.054503,centroid_479,55.38,12.12,0.36,2.15,29.98
-111.987762_40.584366,centroid_480,41.86,16.16,3.1,1.99,36.89
-111.988183_40.486484,centroid_481,35.6,18.6,4.82,1.74,39.24
-111.989418_41.940102,centroid_482,12.95,23.77,0.14,1.64,61.49
-111.989566_41.095744,centroid_483,58.04,11.92,0.3,1.94,27.8
-111.989971_41.260981,centroid_484,46.98,14.13,0.26,2.72,35.91
-111.990743_40.700582,centroid_485,48.75,14.64,1.86,1.16,33.59
-111.992476_40.643452,centroid_486,46.02,15.84,2.37,1.74,34.03
-111.993479_40.59462,centroid_487,42.4,16.25,2.97,1.98,36.4
-111.993725_40.363105,centroid_488,20.57,21.21,12.82,1.11,44.29
-111.99379_41.081887,centroid_489,57.99,11.91,0.35,1.98,27.77
-111.994723_40.660784,centroid_490,47.19,15.34,2.12,1.67,33.68
-111.995243_40.572848,centroid_491,42.11,16.47,3.09,2.19,36.14
-111.995718_40.674288,centroid_492,47.29,14.9,1.98,1.56,34.27
-111.995826_40.616686,centroid_493,43.72,16.53,2.69,2.05,35.01
-111.996017_40.556347,centroid_494,40.85,17.0,3.47,2.22,36.46
-111.996204_40.688709,centroid_495,48.38,14.6,1.94,1.31,33.78
-111.99729_40.64703,centroid_496,46.72,15.58,2.28,1.83,33.59
-111.997813_41.188851,centroid_497,54.8,12.72,0.32,2.07,30.09
-111.998657_41.219744,centroid_498,50.03,13.52,0.27,2.16,34.02
-112.000428_41.31434,centroid_499,45.56,14.17,0.21,2.89,37.17
-112.000709_40.529665,centroid_500,38.38,16.98,3.5,2.09,39.06
-112.001492_40.541008,centroid_501,39.0,17.13,3.4,2.22,38.24
-112.001644_41.10941,centroid_502,61.85,11.04,0.4,1.83,24.89
-112.003382_41.521646,centroid_503,33.13,18.05,0.18,1.97,46.67
-112.003874_40.617978,centroid_504,44.67,16.41,2.73,2.15,34.04
-112.00425_40.70772,centroid_505,49.39,14.48,1.6,1.33,33.19
-112.004627_41.172579,centroid_506,58.71,12.43,0.25,1.87,26.75
-112.007187_40.662033,centroid_507,47.96,14.81,2.13,1.74,33.36
-112.007791_40.31239,centroid_508,19.83,20.78,13.73,1.0,44.67
-112.008483_41.516544,centroid_509,34.88,17.75,0.16,2.21,45.01
-112.008946_41.267921,centroid_510,46.66,13.95,0.31,2.48,36.59
-112.00913_40.645508,centroid_511,46.03,16.1,2.22,1.9,33.75
-112.009192_41.497793,centroid_512,34.65,17.91,0.19,2.27,44.97
-112.009729_40.483189,centroid_513,36.83,18.62,4.04,1.87,38.64
-112.010258_41.097492,centroid_514,62.04,11.09,0.25,1.78,24.84
-112.011518_40.558685,centroid_515,40.45,17.26,3.09,2.4,36.81
-112.011919_40.30206,centroid_516,19.95,20.89,13.33,1.0,44.83
-112.012235_40.493281,centroid_517,36.94,18.74,3.78,1.99,38.56
-112.012244_40.616436,centroid_518,45.4,16.19,2.46,2.31,33.63
-112.012293_40.678312,centroid_519,48.75,14.65,1.95,1.64,33.02
-112.013095_40.593192,centroid_520,43.9,16.82,2.9,2.34,34.04
-112.013694_41.081241,centroid_521,62.27,10.52,0.27,1.76,25.19
-112.013799_40.502771,centroid_522,37.82,18.24,3.8,1.75,38.39
-112.013847_40.514439,centroid_523,38.06,17.65,3.36,2.46,38.48
-112.013886_40.700084,centroid_524,48.03,14.63,1.69,1.4,34.26
-112.013913_40.68891,centroid_525,47.62,14.6,1.82,1.43,34.54
-112.015179_41.41467,centroid_526,43.65,14.19,0.23,2.69,39.25
-112.015221_40.634595,centroid_527,45.33,15.73,2.27,2.22,34.45
-112.015384_40.672285,centroid_528,49.37,14.75,1.73,1.68,32.47
-112.015703_40.627586,centroid_529,45.41,16.1,2.37,2.34,33.78
-112.016916_41.112229,centroid_530,62.9,10.79,0.36,1.69,24.26
-112.01748_40.360281,centroid_531,21.02,22.08,11.5,1.31,44.09
-112.017792_40.658171,centroid_532,47.14,15.01,1.92,1.79,34.15
-112.019615_40.603192,centroid_533,44.53,16.41,2.47,2.48,34.12
-112.019787_40.646025,centroid_534,45.89,15.09,2.06,1.89,35.07
-112.020384_41.076257,centroid_535,64.56,10.1,0.25,1.62,23.48
-112.023359_40.527993,centroid_536,38.79,17.63,3.12,2.29,38.16
-112.023602_41.521734,centroid_537,34.15,17.2,0.15,2.32,46.18
-112.024698_41.495513,centroid_538,34.72,17.41,0.16,2.4,45.32
-112.028804_40.565908,centroid_539,42.05,17.55,2.93,2.53,34.93
-112.030471_41.18391,centroid_540,58.47,12.3,0.34,1.85,27.05
-112.030958_41.081032,centroid_541,65.81,9.95,0.29,1.58,22.36
-112.031147_41.466594,centroid_542,41.84,15.49,0.23,2.35,40.09
-112.031495_41.140322,centroid_543,61.62,10.79,0.25,1.74,25.6
-112.032504_40.501352,centroid_544,37.43,18.32,3.52,1.97,38.76
-112.032898_40.64508,centroid_545,47.05,16.05,2.01,2.19,32.7
-112.033318_41.169763,centroid_546,60.27,11.67,0.27,1.73,26.06
-112.033448_41.093148,centroid_547,65.02,9.9,0.27,1.52,23.3
-112.034503_41.118399,centroid_548,64.89,10.12,0.23,1.65,23.1
-112.034807_40.628157,centroid_549,46.33,15.96,2.06,2.66,32.99
-112.035582_40.667654,centroid_550,48.05,15.37,1.83,1.85,32.9
-112.036508_40.68917,centroid_551,48.76,15.01,1.85,1.87,32.51
-112.037258_40.678028,centroid_552,48.98,15.07,1.8,1.79,32.35
-112.037353_41.072467,centroid_553,66.82,9.51,0.26,1.48,21.92
-112.038548_40.634744,centroid_554,45.68,15.82,1.89,2.8,33.81
-112.041071_41.31379,centroid_555,46.76,13.95,0.21,2.61,36.47
-112.043027_41.190524,centroid_556,59.39,11.59,0.21,1.83,26.98
-112.043257_40.61559,centroid_557,44.31,17.01,2.09,3.16,33.44
-112.043544_40.48659,centroid_558,35.33,18.31,4.34,2.2,39.82
-112.044004_41.224744,centroid_559,55.54,12.08,0.23,1.79,30.35
-112.04462_41.157065,centroid_560,60.26,11.62,0.26,1.64,26.23
-112.04464_40.416998,centroid_561,28.89,20.31,7.65,1.58,41.57
-112.044962_40.600452,centroid_562,43.36,17.43,2.23,3.23,33.75
-112.045491_41.132929,centroid_563,64.09,10.37,0.22,1.57,23.75
-112.045816_40.708437,centroid_564,47.82,13.82,0.96,1.77,35.64
-112.046692_40.700374,centroid_565,49.62,14.37,1.14,1.96,32.91
-112.046806_41.146064,centroid_566,62.3,10.69,0.24,1.59,25.18
-112.049536_41.16899,centroid_567,60.31,11.14,0.28,1.69,26.58
-112.053406_40.688611,centroid_568,48.76,14.39,1.36,2.12,33.36
-112.054229_41.117017,centroid_569,68.17,9.19,0.22,1.36,21.06
-112.054838_41.096721,centroid_570,69.17,8.67,0.14,1.33,20.68
-112.056705_41.075043,centroid_571,69.33,8.68,0.26,1.34,20.39
-112.057071_41.297894,centroid_572,51.59,12.8,0.2,2.17,33.23
-112.059323_41.084175,centroid_573,70.07,8.48,0.18,1.26,20.02
-112.060049_41.169206,centroid_574,61.15,11.33,0.23,1.72,25.57
-112.061717_41.261283,centroid_575,56.63,11.52,0.14,1.88,29.83
-112.062091_40.612222,centroid_576,46.06,16.74,1.9,3.51,31.79
-112.063742_41.070749,centroid_577,70.44,8.5,0.16,1.29,19.61
-112.06381_40.509627,centroid_578,36.04,18.5,2.9,1.81,40.75
-112.066518_41.183627,centroid_579,62.46,11.03,0.18,1.65,24.68
-112.07398_41.145399,centroid_580,68.87,8.84,0.21,1.3,20.78
-112.074928_41.158589,centroid_581,67.62,9.2,0.15,1.33,21.7
-112.075156_41.169796,centroid_582,65.69,10.04,0.28,1.46,22.53
-112.076139_40.690921,centroid_583,49.6,14.03,0.86,2.45,33.07
-112.077923_40.708853,centroid_584,49.26,13.88,0.73,1.91,34.22
-112.078284_41.202736,centroid_585,61.63,10.97,0.19,1.54,25.67
-112.078782_41.110175,centroid_586,72.82,7.61,0.17,1.13,18.27
-112.078848_40.700035,centroid_587,50.53,14.17,0.77,2.32,32.2
-112.086272_41.136578,centroid_588,72.5,7.89,0.17,1.14,18.31
-112.092658_41.171545,centroid_589,69.47,8.66,0.13,1.22,20.52
-112.098484_40.696911,centroid_590,49.39,14.19,0.72,2.76,32.94
-112.101679_40.709435,centroid_591,49.42,13.84,0.53,2.27,33.95
-112.1043_41.103239,centroid_592,76.3,6.65,0.11,0.89,16.06
-112.107403_41.287287,centroid_593,64.84,9.88,0.12,1.43,23.73
-112.123063_41.734328,centroid_594,15.45,22.88,0.09,1.37,60.22
-112.124018_41.174112,centroid_595,78.19,6.15,0.08,0.87,14.71
-112.155021_41.709816,centroid_596,14.47,22.82,0.12,1.57,61.02
-112.167066_41.621077,centroid_597,19.41,21.19,0.1,1.66,57.64
-112.181054_41.710585,centroid_598,15.28,23.1,0.09,1.85,59.68
-112.267332_40.622361,centroid_599,58.63,10.96,0.3,1.55,28.55
-112.278959_40.546065,centroid_600,63.48,9.28,0.34,1.62,25.29
-112.28466_40.556315,centroid_601,65.6,9.01,0.28,1.5,23.6
-112.286172_40.536135,centroid_602,62.95,9.83,0.36,1.84,25.02
-112.286607_40.526169,centroid_603,61.81,10.36,0.31,1.92,25.6
-112.289386_40.545078,centroid_604,64.67,9.1,0.29,1.7,24.23
-112.303612_40.627414,centroid_605,63.36,9.92,0.16,1.61,24.95
-112.307294_40.523776,centroid_606,63.67,9.64,0.38,2.0,24.31
-112.307624_40.54359,centroid_607,65.82,8.96,0.31,1.83,23.08
-112.308397_40.639212,centroid_608,64.8,10.08,0.13,1.61,23.37
-112.320972_40.516891,centroid_609,64.79,8.86,0.3,1.77,24.28
-112.332731_40.572103,centroid_610,68.7,7.99,0.06,1.46,21.79
-112.371582_40.420927,centroid_611,61.05,8.36,0.24,1.85,28.5
-112.406054_40.607924,centroid_612,66.37,8.42,0.01,1.71,23.49
-112.425961_41.80798,centroid_613,13.04,29.27,0.07,1.22,56.4
-112.460734_40.594616,centroid_614,70.16,7.3,0.01,1.38,21.15
-112.500689_40.850611,centroid_615,49.27,16.3,0.03,1.1,33.3
-113.660482_40.562716,centroid_616,0.06,1.69,0.0,0.0,98.25
